graphID,participantID,xCoordTour,yCoordTour,tourCost,sdAnglesHull,noAnglesHull,meanAnglesHull,totalEdges,crossError,resultsfromNN,No. of crossings,On last
14,0.717509759,"94,90,89,82,81,65,44,40,18,13,9,12,2,4,7,4,13,16,23,16,9,15,27,30,46,50,46,43,48,54,62,50,50,53,43,46,49,51,53,58,66,76,79,81,83,83,73,84,83,90,90","40,32,8,5,13,9,4,12,4,6,5,11,46,76,76,84,99,97,97,85,54,59,35,56,15,18,35,56,46,42,38,50,50,50,81,96,88,72,85,84,71,59,56,46,50,67,94,95,79,78,45",737.8579075,26.85,11,147.27,50,0,738.37,,
1,0.717509759,"41,21,22,13,38,37,66,75,93,95","14,2,17,28,30,47,51,50,90,65",276.2287878,49.73,6,120,10,0,275.5,,
0,0.717509759,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
8,0.717509759,"97,80,28,7,0,1,20,24,7,14,21,21,19,26,31,34,51,52,59,50,68,79,81,91,96,91,94,95,88,94","2,5,14,6,18,42,27,47,90,94,97,91,87,81,86,88,91,97,96,66,51,73,90,73,67,58,30,25,24,15",496.509396,27.56,11,147.27,30,0,593.5,,
13,0.717509759,"96,98,99,96,88,87,85,75,76,75,74,64,73,65,58,56,42,27,16,12,2,3,1,5,15,17,25,29,46,43,9,1,2,11,14,18,20,26,31,34,37,40,46,40,36,40,46,54,83,85","47,24,19,18,28,42,51,52,37,29,12,7,39,38,25,33,6,8,19,13,16,25,34,47,48,53,46,31,50,52,62,64,81,89,71,72,85,79,79,83,73,71,67,85,95,99,94,88,91,87",650.7470626,25.29,13,180,50,0,653.11,,
6,0.717509759,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,65,63,66,82,89,95,93","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,55,76,73,63,73,79,95",505.9976944,29.23,9,140,30,1,520.95,1,T
5,0.717509759,"97,86,72,60,52,46,30,8,6,12,28,47,39,2,30,63,66,73,89,91","19,9,13,27,26,13,18,7,20,35,35,48,54,51,84,91,44,52,64,45",427.5833708,23.34,8,135,20,0,474,,
4,0.717509759,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,93,79,84,74,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,87,82,59,60,37",436.5107782,25.36,9,139.75,20,0,548.01,,
2,0.717509759,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
7,0.154861213,"98,95,85,76,65,55,51,45,40,39,35,28,28,6,3,0,5,8,10,37,24,32,28,40,42,48,61,82,86,88,93","22,19,20,11,2,3,10,20,12,24,27,28,4,9,3,55,48,42,65,42,67,64,75,70,87,83,41,42,64,92,56",555.6631142,30.14,8,135,30,0,522.3,,
12,0.154861213,"98,96,99,91,62,45,31,31,21,12,1,9,17,22,27,26,5,0,0,11,17,20,30,30,38,44,48,19,25,30,32,38,39,36,40,45,47,51,56,67,61,57,56,57,68,72,80,85,85,87","34,64,98,76,91,92,91,86,96,99,82,83,78,80,71,61,56,60,20,22,5,9,15,4,5,11,9,34,39,53,36,41,58,85,77,70,63,60,75,77,26,25,13,5,13,30,51,22,30,39",764.0602136,27.03,10,144,50,0,816.69,,
4,0.154861213,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,74,79,84,93,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,60,82,59,87,37",496.8946086,25.36,9,139.75,20,0,548.01,,
5,0.154861213,"97,86,91,89,73,63,66,72,60,52,47,39,30,46,30,28,12,2,6,8","19,9,45,64,52,91,44,13,27,26,48,54,84,13,18,35,35,51,20,7",575.3765408,23.34,8,135,20,1,474,1,T
13,0.154861213,"96,98,99,96,88,87,85,85,83,75,73,76,75,74,64,65,58,56,42,27,16,12,2,3,1,5,9,1,2,11,14,15,17,25,29,18,20,26,31,40,37,43,46,46,34,40,36,40,46,54","47,24,19,18,28,42,51,87,91,52,39,37,29,12,7,38,25,33,6,8,19,13,16,25,34,47,62,64,81,89,71,48,53,46,31,72,85,79,79,71,73,52,50,67,83,85,95,99,94,88",737.470309,25.29,13,180,50,1,653.11,1,T
6,0.154861213,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,65,63,66,82,89,95,93","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,55,76,73,63,73,79,95",505.9976944,29.23,9,140,30,1,520.95,1,T
8,0.154861213,"97,94,95,94,96,91,91,79,81,59,52,51,68,50,34,31,26,21,21,19,14,7,1,0,7,20,24,28,80,88","2,15,25,30,67,73,58,73,90,96,97,91,51,66,88,86,81,91,97,87,94,90,42,18,6,27,47,14,5,24",571.2356437,27.56,11,147.27,30,0,593.5,,
14,0.154861213,"94,90,89,82,81,65,44,40,46,50,18,13,9,12,2,9,15,7,4,4,16,13,16,23,30,27,46,43,48,50,50,53,54,62,43,51,46,49,53,58,66,73,84,90,83,83,76,79,81,83,90","40,32,8,5,13,9,4,12,15,18,4,6,5,11,46,54,59,76,76,84,85,99,97,97,56,35,35,56,46,50,50,50,42,38,81,72,96,88,85,84,71,94,95,78,79,67,59,56,46,50,45",653.002039,26.85,11,147.27,50,0,738.37,,
3,0.154861213,"99,88,84,99,82,72,53,50,40,31,21,8,6,9,10,36,30,50,57,79","52,39,40,70,51,85,84,56,51,59,71,98,87,57,27,3,53,26,31,28",484.3608113,28.09,8,135,20,1,569.58,1,T
0,0.154861213,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
2,0.154861213,"98,90,92,68,61,31,36,29,23,9","34,67,82,84,27,56,96,84,89,50",366.202744,23.37,6,120,10,1,280.33,1,T
11,0.154861213,"94,83,68,65,64,56,55,58,52,45,34,12,2,8,15,19,12,17,17,17,22,27,25,33,36,37,42,49,48,54,56,56,62,66,74,77,81,83,85,90","43,5,10,17,2,12,24,30,35,25,29,30,27,70,96,90,63,46,58,71,48,51,95,58,81,96,66,67,80,96,76,66,88,79,65,87,77,71,84,70",712.5241375,26.79,9,140.1,40,0,568.39,,
10,0.154861213,"96,92,98,96,99,94,92,83,83,81,75,70,66,70,68,62,59,47,43,41,28,23,21,17,7,10,13,15,12,16,19,22,24,27,30,32,46,52,62,65","9,3,40,44,55,69,49,65,54,35,6,77,89,36,46,46,75,78,78,66,86,90,97,99,85,80,57,63,11,22,33,44,65,67,49,56,4,28,22,14",746.0587287,20.6,9,140,40,1,644.39,1,T
9,0.154861213,"94,86,75,68,64,48,33,4,3,9,1,0,8,19,16,31,38,49,53,55,59,46,50,44,50,39,48,52,68,87,75,73,65,80,85,92,99,97,94,88","7,4,5,4,14,12,8,21,50,60,84,97,83,81,94,40,40,31,21,25,31,50,62,79,78,94,99,99,41,15,48,62,90,67,51,63,71,77,81,91",760.4173473,28.76,11,147.27,40,1,649.17,1,T
1,0.154861213,"41,38,21,22,13,37,66,75,95,93","14,30,2,17,28,47,51,50,65,90",289.3886572,49.73,6,120,10,1,275.5,1,T
0,0.746995679,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
8,0.746995679,"97,94,80,88,95,94,96,91,91,79,81,59,68,50,51,52,31,34,26,21,21,14,19,7,24,20,1,0,7,28","2,15,5,24,25,30,67,58,73,73,90,96,51,66,91,97,86,88,81,91,97,94,87,90,47,27,42,18,6,14",583.0002022,27.56,11,147.27,30,1,593.5,1,T
2,0.746995679,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
3,0.746995679,"99,88,84,79,57,50,36,10,9,6,8,21,31,30,40,53,50,72,99,82","52,39,40,28,31,26,3,27,57,87,98,71,59,53,51,84,56,85,70,51",433.9229096,28.09,8,135,20,0,569.58,,
4,0.746995679,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,93,79,74,84,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,87,82,60,59,37",432.8591394,25.36,9,139.75,20,0,548.01,,
10,0.746995679,"96,92,75,46,12,16,19,22,13,15,10,7,17,21,23,28,24,27,30,32,41,43,47,66,59,70,94,99,98,96,92,83,83,81,70,68,62,52,62,65","9,3,6,4,11,22,33,44,57,63,80,85,99,97,90,86,65,67,49,56,66,78,78,89,75,77,69,55,40,44,49,65,54,35,36,46,46,28,22,14",546.705497,20.6,9,140,40,0,644.39,,
11,0.746995679,"94,83,68,64,65,56,55,58,52,45,34,12,2,17,17,12,8,17,15,19,25,37,54,62,77,85,90,83,81,74,66,56,56,49,48,36,42,33,27,22","43,5,10,2,17,12,24,30,35,25,29,30,27,46,58,63,70,71,96,90,95,96,96,88,87,84,70,71,77,65,79,76,66,67,80,81,66,58,51,48",563.2999815,26.79,9,140.1,40,0,568.39,,
6,0.746995679,"90,65,51,41,21,20,0,1,2,14,17,28,30,38,47,93,95,89,82,66,63,65,53,51,50,33,35,37,30,22,13","4,18,6,6,13,18,53,80,85,73,72,82,95,95,93,95,79,73,63,73,76,55,62,73,61,65,53,49,45,46,40",531.4039408,29.23,9,140,30,1,520.95,1,T
13,0.746995679,"96,98,99,96,88,87,85,75,73,76,75,74,64,58,56,65,46,43,42,27,29,25,17,15,16,12,2,3,1,5,1,2,9,14,11,18,20,26,31,34,36,40,46,54,83,85,40,37,40,46","47,24,19,18,28,42,51,52,39,37,29,12,7,25,33,38,50,52,6,8,31,46,53,48,19,13,16,25,34,47,64,81,62,71,89,72,85,79,79,83,95,99,94,88,91,87,85,73,71,67",713.0486903,25.29,13,180,50,0,653.11,,
14,0.746995679,"94,90,89,82,81,65,44,18,13,9,12,40,46,50,27,2,9,15,4,4,7,13,16,16,23,46,49,53,58,73,84,90,83,83,90,81,83,79,76,66,51,43,30,43,50,50,53,62,54,48,46","40,32,8,5,13,9,4,4,6,5,11,12,15,18,35,46,54,59,76,84,76,99,97,85,97,96,88,85,84,94,95,78,79,67,45,46,50,56,59,71,72,81,56,56,50,50,50,38,42,46,35",675.6725118,26.85,11,147.27,50,0,738.37,,
1,0.746995679,"41,21,13,22,38,37,93,95,75,66","14,2,28,17,30,47,90,65,50,51",276.7783506,49.73,6,120,10,0,275.5,,
12,0.746995679,"98,85,68,57,48,44,38,30,17,20,30,11,0,0,1,5,9,12,17,21,22,31,31,45,36,40,45,56,62,67,99,91,96,87,85,80,72,61,57,56,19,25,32,38,51,47,39,30,26,27","34,22,13,5,9,11,5,4,5,9,15,22,20,60,82,56,83,99,78,96,80,86,91,92,85,77,70,75,91,77,98,76,64,39,30,51,30,26,25,13,34,39,36,41,60,63,58,53,61,71",828.3154458,27.03,10,144,50,1,816.69,1,T
5,0.746995679,"97,86,72,46,8,6,12,2,30,63,39,47,66,73,89,91,60,52,30,28","19,9,13,13,7,20,35,51,84,91,54,48,44,52,64,45,27,26,18,35",497.6062276,23.34,8,135,20,1,474,1,T
7,0.746995679,"98,95,85,76,65,55,51,45,40,28,3,6,39,35,28,8,5,0,10,24,28,42,48,88,86,93,82,61,40,32,37","22,19,20,11,2,3,10,20,12,4,3,9,24,27,28,42,48,55,65,67,75,87,83,92,64,56,42,41,70,64,42",528.6049536,30.14,8,135,30,0,522.3,,
9,0.746995679,"94,86,75,68,64,48,33,4,3,9,1,0,8,16,19,39,48,52,65,88,94,97,99,92,85,80,73,75,68,87,53,55,59,49,31,38,46,50,50,44","7,4,5,4,14,12,8,21,50,60,84,97,83,94,81,94,99,99,90,91,81,77,71,63,51,67,62,48,41,15,21,25,31,31,40,40,50,62,78,79",647.5741306,28.76,11,147.27,40,1,649.17,1,T
2,0.856323606,"98,92,90,68,36,29,23,31,9,61","34,82,67,84,96,84,89,56,50,27",298.4630575,23.37,6,120,10,0,280.33,,
12,0.856323606,"98,96,99,91,80,67,62,56,45,51,47,45,40,36,31,31,21,12,1,0,0,5,11,17,20,19,9,17,22,27,26,25,32,30,38,39,30,30,38,44,48,57,56,57,61,68,72,85,85,87","34,64,98,76,51,77,91,75,92,60,63,70,77,85,91,86,96,99,82,60,20,56,22,5,9,34,83,78,80,71,61,39,36,53,41,58,15,4,5,11,9,5,13,25,26,13,30,22,30,39",846.41114,27.03,10,144,50,1,816.69,1,F
0,0.856323606,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
1,0.856323606,"41,75,95,93,66,37,13,22,21,38","14,50,65,90,51,47,28,17,2,30",285.1981951,49.73,6,120,10,0,275.5,,
3,0.856323606,"99,99,72,53,8,6,9,10,36,21,31,30,40,50,50,57,79,82,84,88","52,70,85,84,98,87,57,27,3,71,59,53,51,56,26,31,28,51,40,39",450.8209052,28.09,8,135,20,0,569.58,,
7,0.856323606,"98,93,88,86,82,61,48,42,40,32,28,24,10,0,5,8,6,3,28,28,37,35,39,40,45,51,55,65,76,85,95","22,56,92,64,42,41,83,87,70,64,75,67,65,55,48,42,9,3,4,28,42,27,24,12,20,10,3,2,11,20,19",502.7526022,30.14,8,135,30,0,522.3,,
13,0.856323606,"96,98,99,96,88,87,85,75,73,76,75,74,64,65,56,58,42,27,16,12,2,3,1,5,1,2,11,9,15,29,25,17,14,18,20,26,43,46,31,37,40,46,34,40,36,40,46,54,83,85","47,24,19,18,28,42,51,52,39,37,29,12,7,38,33,25,6,8,19,13,16,25,34,47,64,81,89,62,48,31,46,53,71,72,85,79,52,50,79,73,71,67,83,85,95,99,94,88,91,87",689.2687459,25.29,13,180,50,0,653.11,,
14,0.856323606,"94,90,90,84,83,83,83,81,79,76,73,66,58,53,49,46,43,51,23,16,13,16,4,4,7,15,9,2,9,12,13,18,27,30,43,40,44,46,46,48,50,50,53,54,50,62,65,82,89,81,90","40,45,78,95,79,67,50,46,56,59,94,71,84,85,88,96,81,72,97,97,99,85,84,76,76,59,54,46,5,11,6,4,35,56,56,12,4,15,35,46,50,50,50,42,18,38,9,5,8,13,32",742.0332751,26.85,11,147.27,50,0,738.37,,
8,0.856323606,"97,80,28,7,0,1,20,24,7,14,19,21,21,26,31,34,52,51,50,59,68,81,79,91,96,91,88,94,95,94","2,5,14,6,18,42,27,47,90,94,87,91,97,81,86,88,97,91,66,96,51,90,73,73,67,58,24,30,25,15",563.7197993,27.56,11,147.27,30,0,593.5,,
4,0.856323606,"99,93,79,66,28,40,45,26,27,21,18,11,0,0,13,58,77,74,83,84","22,87,82,94,98,75,54,71,64,57,44,51,57,24,9,8,11,60,37,59",513.9637675,25.36,9,139.75,20,0,548.01,,
11,0.856323606,"94,90,85,77,81,83,74,66,62,54,56,56,49,48,37,25,19,15,36,42,33,17,8,12,17,27,22,17,12,2,34,45,52,55,56,64,83,68,65,58","43,70,84,87,77,71,65,79,88,96,76,66,67,80,96,95,90,96,81,66,58,71,70,63,58,51,48,46,30,27,29,25,35,24,12,2,5,10,17,30",549.9523556,26.79,9,140.1,40,1,568.39,1,F
5,0.856323606,"97,91,89,63,30,2,12,6,8,30,28,39,47,46,52,60,72,86,66,73","19,45,64,91,84,51,35,20,7,18,35,54,48,13,26,27,13,9,44,52",464.268465,23.34,8,135,20,0,474,,
6,0.856323606,"90,65,51,41,21,20,13,0,1,2,14,22,17,30,28,33,35,37,30,38,47,51,50,53,63,66,65,82,89,95,93","4,18,6,6,13,18,40,53,80,85,73,46,72,45,82,65,53,49,95,95,93,73,61,62,76,73,55,63,73,79,95",615.4337055,29.23,9,140,30,1,520.95,1,T
9,0.856323606,"94,87,68,75,85,92,99,97,94,88,80,73,65,52,48,39,16,0,1,8,19,44,50,9,3,4,31,33,38,46,50,49,48,53,55,59,64,68,75,86","7,15,41,48,51,63,71,77,81,91,67,62,90,99,99,94,94,97,84,83,81,79,78,60,50,21,40,8,40,50,62,31,12,21,25,31,14,4,5,4",641.0904337,28.76,11,147.27,40,0,649.17,,
10,0.856323606,"96,92,81,70,68,62,62,65,75,46,52,12,16,19,22,13,15,10,7,17,21,23,28,24,27,30,32,41,43,47,59,66,70,94,99,98,96,92,83,83","9,3,35,36,46,46,22,14,6,4,28,11,22,33,44,57,63,80,85,99,97,90,86,65,67,49,56,66,78,78,75,89,77,69,55,40,44,49,54,65",592.1270839,20.6,9,140,40,1,644.39,1,T
11,0.375506617,"94,90,83,81,85,77,74,66,62,54,48,56,56,49,42,36,37,25,19,15,17,8,12,17,33,27,22,17,2,12,34,45,52,58,55,56,64,65,68,83","43,70,71,77,84,87,65,79,88,96,80,76,66,67,66,81,96,95,90,96,71,70,63,58,58,51,48,46,27,30,29,25,35,30,24,12,2,17,10,5",508.8862045,26.79,9,140.1,40,0,568.39,,
0,0.375506617,"89,94,57,61,73,41,26,11,1,7","39,23,4,55,60,96,64,13,39,51",383.3272352,32,7,128.57,10,1,289.88,1,T
12,0.375506617,"98,85,85,87,80,72,68,61,57,56,57,48,44,38,30,17,0,11,20,30,19,25,5,0,1,9,12,21,31,31,22,17,27,26,30,39,32,38,51,47,45,40,36,45,56,62,67,99,91,96","34,22,30,39,51,30,13,26,5,13,25,9,11,5,4,5,20,22,9,15,34,39,56,60,82,83,99,96,91,86,80,78,71,61,53,58,36,41,60,63,70,77,85,92,75,91,77,98,76,64",702.9741992,27.03,10,144,50,0,816.69,,
2,0.375506617,"98,90,92,68,36,29,23,31,9,61","34,67,82,84,96,84,89,56,50,27",280.3256763,23.37,6,120,10,0,280.33,,
6,0.375506617,"90,65,51,41,21,20,0,13,1,2,14,17,22,30,37,35,33,28,30,38,47,51,53,50,63,66,65,93,95,89,82","4,18,6,6,13,18,53,40,80,85,73,72,46,45,49,53,65,82,95,95,93,73,62,61,76,73,55,95,79,73,63",538.4420977,29.23,9,140,30,1,520.95,1,F
10,0.375506617,"96,98,96,92,99,94,83,83,70,66,59,47,43,28,23,21,17,7,10,15,13,12,16,19,22,24,27,30,32,41,62,68,52,46,62,65,70,81,75,92","9,40,44,49,55,69,65,54,77,89,75,78,78,86,90,97,99,85,80,63,57,11,22,33,44,65,67,49,56,66,46,46,28,4,22,14,36,35,6,3",590.401231,20.6,9,140,40,0,644.39,,
5,0.375506617,"97,86,72,60,52,46,30,8,6,12,2,30,39,28,47,63,66,73,89,91","19,9,13,27,26,13,18,7,20,35,51,84,54,35,48,91,44,52,64,45",448.751352,23.34,8,135,20,0,474,,
3,0.375506617,"99,88,84,82,79,57,50,36,10,9,21,6,8,30,31,40,50,53,72,99","52,39,40,51,28,31,26,3,27,57,71,87,98,53,59,51,56,84,85,70",405.6788864,28.09,8,135,20,1,569.58,1,F
14,0.375506617,"94,90,89,82,81,65,50,46,44,40,27,18,13,9,12,2,9,7,4,4,13,16,16,23,15,30,43,46,49,53,58,51,43,46,48,50,50,53,54,62,66,73,84,90,83,83,76,79,83,81,90","40,32,8,5,13,9,18,15,4,12,35,4,6,5,11,46,54,76,76,84,99,97,85,97,59,56,81,96,88,85,84,72,56,35,46,50,50,50,42,38,71,94,95,78,79,67,59,56,50,46,45",662.1246829,26.85,11,147.27,50,0,738.37,,
9,0.375506617,"94,86,75,68,64,53,55,59,49,48,33,4,3,9,8,1,0,16,19,39,48,52,65,50,44,50,46,31,38,68,75,73,80,88,94,97,99,92,85,87","7,4,5,4,14,21,25,31,31,12,8,21,50,60,83,84,97,94,81,94,99,99,90,78,79,62,50,40,40,41,48,62,67,91,81,77,71,63,51,15",569.0252457,28.76,11,147.27,40,0,649.17,,
7,0.375506617,"98,95,85,82,93,86,88,48,42,40,32,28,24,10,0,5,8,6,3,28,28,35,37,39,40,45,51,55,65,61,76","22,19,20,42,56,64,92,83,87,70,64,75,67,65,55,48,42,9,3,4,28,27,42,24,12,20,10,3,2,41,11",510.2695169,30.14,8,135,30,1,522.3,1,T
1,0.375506617,"41,66,75,95,93,37,38,13,22,21","14,51,50,65,90,47,30,28,17,2",269.0730502,49.73,6,120,10,0,275.5,,
13,0.375506617,"96,85,83,54,46,40,36,40,34,31,26,20,11,2,1,9,14,18,37,40,46,46,43,25,17,15,5,1,3,2,12,16,29,27,42,64,58,56,65,73,76,75,85,87,88,75,74,96,99,98","47,87,91,88,94,99,95,85,83,79,79,85,89,81,64,62,71,72,73,71,67,50,52,46,53,48,47,34,25,16,13,19,31,8,6,7,25,33,38,39,37,52,51,42,28,29,12,18,19,24",600.4342041,25.29,13,180,50,0,653.11,,
8,0.375506617,"97,94,95,88,94,91,96,91,79,81,68,50,51,52,59,34,31,26,19,21,21,14,7,1,0,7,20,24,28,80","2,15,25,24,30,58,67,73,73,90,51,66,91,97,96,88,86,81,87,91,97,94,90,42,18,6,27,47,14,5",523.9989748,27.56,11,147.27,30,1,593.5,1,F
4,0.375506617,"99,83,84,79,93,66,74,45,40,28,26,27,21,18,11,0,0,13,58,77","22,37,59,82,87,94,60,54,75,98,71,64,57,44,51,57,24,9,8,11",443.1506962,25.36,9,139.75,20,0,548.01,,
1,0.470544229,"41,21,22,13,38,37,66,93,95,75","14,2,17,28,30,47,51,90,65,50",270.9853064,49.73,6,120,10,0,275.5,,
6,0.470544229,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,53,50,65,63,66,82,89,93,95","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,62,61,55,76,73,63,73,95,79",505.3919333,29.23,9,140,30,0,520.95,,
12,0.470544229,"98,87,85,85,80,72,68,61,57,56,57,48,44,38,30,30,20,17,11,0,0,5,19,25,32,38,39,30,26,27,22,17,9,1,12,21,31,31,36,40,45,47,51,45,56,62,67,99,91,96","34,39,30,22,51,30,13,26,25,13,5,9,11,5,4,15,9,5,22,20,60,56,34,39,36,41,58,53,61,71,80,78,83,82,99,96,91,86,85,77,70,63,60,92,75,91,77,98,76,64",670.9624821,27.03,10,144,50,0,816.69,,
10,0.470544229,"96,92,75,65,62,52,46,12,16,19,22,13,15,10,7,17,21,23,28,24,27,30,32,41,43,47,59,66,70,62,68,70,81,83,83,94,99,92,98,96","9,3,6,14,22,28,4,11,22,33,44,57,63,80,85,99,97,90,86,65,67,49,56,66,78,78,75,89,77,46,46,36,35,54,65,69,55,49,40,44",528.7375053,20.6,9,140,40,1,644.39,1,T
3,0.470544229,"99,88,84,82,79,57,50,36,10,9,6,8,21,31,30,40,50,53,72,99","52,39,40,51,28,31,26,3,27,57,87,98,71,59,53,51,56,84,85,70",389.1113849,28.09,8,135,20,0,569.58,,
14,0.470544229,"94,90,89,82,81,65,50,46,40,44,18,13,9,12,27,2,9,15,4,4,7,13,16,16,23,30,43,43,46,49,51,53,58,53,50,50,48,46,54,62,66,73,84,83,90,83,76,79,81,83,90","40,32,8,5,13,9,18,15,12,4,4,6,5,11,35,46,54,59,76,84,76,99,97,85,97,56,56,81,96,88,72,85,84,50,50,50,46,35,42,38,71,94,95,79,78,67,59,56,46,50,45",669.0339008,26.85,11,147.27,50,0,738.37,,
2,0.470544229,"98,90,92,68,36,29,23,9,31,61","34,67,82,84,96,84,89,50,56,27",272.6723375,23.37,6,120,10,0,280.33,,
8,0.470544229,"97,94,95,94,88,80,68,28,20,0,7,1,24,7,14,21,21,19,26,31,34,50,51,52,59,81,79,96,91,91","2,15,25,30,24,5,51,14,27,18,6,42,47,90,94,97,91,87,81,86,88,66,91,97,96,90,73,67,73,58",565.4825049,27.56,11,147.27,30,1,593.5,>2,
11,0.470544229,"94,90,83,81,85,77,74,66,62,54,56,56,49,48,42,36,37,25,19,15,17,8,12,17,33,27,22,17,12,2,34,45,52,58,55,56,65,68,64,83","43,70,71,77,84,87,65,79,88,96,76,66,67,80,66,81,96,95,90,96,71,70,63,58,58,51,48,46,30,27,29,25,35,30,24,12,17,10,2,5",521.5722538,26.79,9,140.1,40,0,568.39,,
13,0.470544229,"96,98,99,96,88,87,85,75,76,75,74,73,65,64,58,56,42,27,16,12,2,3,1,5,1,2,11,20,18,14,9,17,15,25,29,46,43,46,40,37,26,31,34,40,36,40,46,54,83,85","47,24,19,18,28,42,51,52,37,29,12,39,38,7,25,33,6,8,19,13,16,25,34,47,64,81,89,85,72,71,62,53,48,46,31,50,52,67,71,73,79,79,83,85,95,99,94,88,91,87",642.0547466,25.29,13,180,50,0,653.11,,
9,0.470544229,"94,87,86,75,68,64,59,55,53,48,33,49,38,31,4,3,9,1,0,8,16,19,39,48,52,44,50,50,46,65,88,94,97,99,92,80,73,75,68,85","7,15,4,5,4,14,31,25,21,12,8,31,40,40,21,50,60,84,97,83,94,81,94,99,99,79,78,62,50,90,91,81,77,71,63,67,62,48,41,51",615.3850093,28.76,11,147.27,40,0,649.17,,
4,0.470544229,"99,83,84,93,79,74,66,45,40,28,26,27,21,18,11,0,0,13,58,77","22,37,59,87,82,60,94,54,75,98,71,64,57,44,51,57,24,9,8,11",459.2559931,25.36,9,139.75,20,0,548.01,,
7,0.470544229,"98,95,85,76,65,55,51,45,40,39,35,28,28,6,3,8,5,0,10,24,28,32,37,40,42,48,61,82,86,88,93","22,19,20,11,2,3,10,20,12,24,27,28,4,9,3,42,48,55,65,67,75,64,42,70,87,83,41,42,64,92,56",522.5685835,30.14,8,135,30,0,522.3,,
5,0.470544229,"97,86,72,60,52,46,30,8,6,12,2,28,47,39,30,63,66,73,89,91","19,9,13,27,26,13,18,7,20,35,51,35,48,54,84,91,44,52,64,45",411.9013352,23.34,8,135,20,0,474,,
0,0.470544229,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
1,0.735400254,"41,38,66,93,95,75,37,13,22,21","14,30,51,90,65,50,47,28,17,2",270.0913251,49.73,6,120,10,1,275.5,1,F
2,0.735400254,"98,90,92,68,9,23,36,29,31,61","34,67,82,84,50,89,96,84,56,27",318.8142463,23.37,6,120,10,1,280.33,1,F
0,0.735400254,"89,94,57,73,41,26,7,1,11,61","39,23,4,60,96,64,51,39,13,55",361.94803,32,7,128.57,10,1,289.88,1,T
6,0.735400254,"90,65,65,63,66,82,89,95,93,47,51,53,50,38,30,28,17,14,2,1,33,35,37,30,22,0,13,20,21,41,51","4,18,55,76,73,63,73,79,95,93,73,62,61,95,95,82,72,73,85,80,65,53,49,45,46,53,40,18,13,6,6",532.7652377,29.23,9,140,30,1,520.95,1,T
11,0.735400254,"94,90,85,77,81,83,74,66,62,54,56,56,49,48,42,36,37,25,15,19,17,8,12,17,33,27,22,17,2,12,34,45,52,58,65,55,56,64,68,83","43,70,84,87,77,71,65,79,88,96,76,66,67,80,66,81,96,95,96,90,71,70,63,58,58,51,48,46,27,30,29,25,35,30,17,24,12,2,10,5",526.0917868,26.79,9,140.1,40,0,568.39,,
8,0.735400254,"97,94,95,94,88,91,96,91,79,81,68,80,50,59,52,51,34,31,26,21,21,14,19,7,24,1,0,7,20,28","2,15,25,30,24,58,67,73,73,90,51,5,66,96,97,91,88,86,81,91,97,94,87,90,47,42,18,6,27,14",610.8270703,27.56,11,147.27,30,0,593.5,,
7,0.735400254,"98,95,93,86,88,82,85,76,61,48,42,40,32,28,24,10,0,5,8,6,3,28,28,37,35,39,40,45,51,55,65","22,19,56,64,92,42,20,11,41,83,87,70,64,75,67,65,55,48,42,9,3,4,28,42,27,24,12,20,10,3,2",556.7693956,30.14,8,135,30,1,522.3,1,T
