graphID,participantID,xCoordTour,yCoordTour,tourCost,sdAnglesHull,noAnglesHull,meanAnglesHull,totalEdges,crossError,resultsfromNN,No. of crossings,On last
1,0.482951533,"41,21,22,13,37,38,66,75,95,93","14,2,17,28,47,30,51,50,65,90",286.4317895,49.73,6,120,10,1,275.5,1,T
14,0.482951533,"94,90,89,82,81,65,50,46,44,40,18,13,9,12,2,9,15,7,4,4,13,16,23,16,30,27,46,62,54,48,50,50,53,43,51,43,46,49,53,58,73,84,83,90,83,66,76,79,83,81,90","40,32,8,5,13,9,18,15,4,12,4,6,5,11,46,54,59,76,76,84,99,97,97,85,56,35,35,38,42,46,50,50,50,56,72,81,96,88,85,84,94,95,79,78,67,71,59,56,50,46,45",591.5360708,26.85,11,147.27,50,0,738.37,,
3,0.482951533,"99,99,72,53,8,6,21,9,10,30,31,40,50,36,50,57,79,84,88,82","52,70,85,84,98,87,71,57,27,53,59,51,56,3,26,31,28,40,39,51",418.8341464,28.09,8,135,20,0,569.58,,
13,0.482951533,"96,85,83,54,46,40,36,40,34,31,26,20,11,2,1,9,14,18,17,15,5,1,3,2,12,16,25,29,27,42,64,58,56,46,43,37,40,46,65,73,76,75,74,88,96,99,98,87,85,75","47,87,91,88,94,99,95,85,83,79,79,85,89,81,64,62,71,72,53,48,47,34,25,16,13,19,46,31,8,6,7,25,33,50,52,73,71,67,38,39,37,29,12,28,18,19,24,42,51,52",642.8740968,25.29,13,180,50,1,653.11,1,T
2,0.482951533,"98,90,92,68,36,29,23,9,31,61","34,67,82,84,96,84,89,50,56,27",272.6723375,23.37,6,120,10,0,280.33,,
4,0.482951533,"99,83,77,58,13,0,0,11,18,21,27,26,28,40,45,66,79,93,84,74","22,37,11,8,9,24,57,51,44,57,64,71,98,75,54,94,82,87,59,60",455.0582745,25.36,9,139.75,20,0,548.01,,
11,0.482951533,"94,90,85,83,81,77,74,66,62,54,37,25,19,15,8,12,17,17,36,48,56,56,49,42,33,27,22,17,12,2,34,45,52,58,55,56,65,64,68,83","43,70,84,71,77,87,65,79,88,96,96,95,90,96,70,63,71,58,81,80,76,66,67,66,58,51,48,46,30,27,29,25,35,30,24,12,17,2,10,5",540.2041802,26.79,9,140.1,40,0,568.39,,
7,0.482951533,"98,95,85,76,65,55,51,40,28,6,3,0,5,8,10,24,28,32,40,42,48,37,28,35,39,45,61,88,86,93,82","22,19,20,11,2,3,10,12,4,9,3,55,48,42,65,67,75,64,70,87,83,42,28,27,24,20,41,92,64,56,42",518.4211026,30.14,8,135,30,0,522.3,,
3,0.756830491,"99,82,84,88,79,57,50,36,10,9,6,8,21,31,30,40,50,53,72,99","52,51,40,39,28,31,26,3,27,57,87,98,71,59,53,51,56,84,85,70",380.1292283,28.09,8,135,20,0,569.58,,
7,0.756830491,"98,95,85,76,65,55,51,45,39,35,28,40,28,6,3,8,5,0,10,24,28,32,40,48,42,88,86,93,82,61,37","22,19,20,11,2,3,10,20,24,27,28,12,4,9,3,42,48,55,65,67,75,64,70,83,87,92,64,56,42,41,42",502.0357268,30.14,8,135,30,0,522.3,,
2,0.756830491,"98,61,31,9,23,29,36,68,90,92","34,27,56,50,89,84,96,84,67,82",290.8097187,23.37,6,120,10,0,280.33,,
0,0.756830491,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
13,0.756830491,"96,98,99,96,88,87,85,75,76,75,74,73,65,56,58,64,42,27,29,16,12,2,3,1,5,15,25,17,18,14,9,1,2,11,20,26,31,34,36,40,46,40,37,40,43,46,46,54,83,85","47,24,19,18,28,42,51,52,37,29,12,39,38,33,25,7,6,8,31,19,13,16,25,34,47,48,46,53,72,71,62,64,81,89,85,79,79,83,95,99,94,85,73,71,52,50,67,88,91,87",637.4660635,25.29,13,180,50,0,653.11,,
5,0.756830491,"97,86,72,60,52,46,30,28,12,6,8,2,30,63,39,47,66,73,89,91","19,9,13,27,26,13,18,35,35,20,7,51,84,91,54,48,44,52,64,45",420.7909158,23.34,8,135,20,0,474,,
6,0.756830491,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,63,66,65,82,93,95,89","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,76,73,55,63,95,79,73",505.752068,29.23,9,140,30,0,520.95,,
9,0.756830491,"94,87,86,75,68,64,59,55,49,53,48,38,31,33,4,3,9,1,0,8,16,19,39,48,52,44,50,50,46,65,88,94,97,99,92,85,80,73,75,68","7,15,4,5,4,14,31,25,31,21,12,40,40,8,21,50,60,84,97,83,94,81,94,99,99,79,78,62,50,90,91,81,77,71,63,51,67,62,48,41",629.1478645,28.76,11,147.27,40,0,649.17,,
14,0.756830491,"94,90,89,82,81,65,62,54,53,50,50,48,46,50,46,40,44,18,13,12,9,2,27,9,4,4,13,16,23,16,7,15,30,43,43,46,49,53,58,51,66,73,84,83,83,90,76,79,83,81,90","40,32,8,5,13,9,38,42,50,50,50,46,35,18,15,12,4,4,6,11,5,46,35,54,76,84,99,97,97,85,76,59,56,56,81,96,88,85,84,72,71,94,95,79,67,78,59,56,50,46,45",657.71003,26.85,11,147.27,50,1,738.37,1,F
10,0.756830491,"96,92,75,81,70,68,62,62,65,46,52,12,16,19,22,30,32,27,24,15,13,10,7,17,21,23,28,41,43,47,59,66,70,83,83,94,99,92,96,98","9,3,6,35,36,46,46,22,14,4,28,11,22,33,44,49,56,67,65,63,57,80,85,99,97,90,86,66,78,78,75,89,77,54,65,69,55,49,44,40",546.2281979,20.6,9,140,40,0,644.39,,
12,0.756830491,"98,87,85,85,72,68,61,57,56,57,48,44,38,30,30,20,17,11,0,5,0,1,9,12,21,17,22,27,26,30,19,25,32,38,39,31,31,36,40,45,47,51,45,56,62,67,99,91,96,80","34,39,30,22,30,13,26,25,13,5,9,11,5,15,4,9,5,22,20,56,60,82,83,99,96,78,80,71,61,53,34,39,36,41,58,86,91,85,77,70,63,60,92,75,91,77,98,76,64,51",683.534075,27.03,10,144,50,0,816.69,,
11,0.756830491,"94,83,65,68,64,56,55,58,52,45,34,12,2,8,12,17,17,22,27,33,17,15,19,25,37,36,42,49,56,56,48,54,62,66,74,77,85,81,83,90","43,5,17,10,2,12,24,30,35,25,29,30,27,70,63,58,46,48,51,58,71,96,90,95,96,81,66,67,66,76,80,96,88,79,65,87,84,77,71,70",535.3883922,26.79,9,140.1,40,0,568.39,,
4,0.756830491,"99,74,83,77,58,13,0,0,11,18,21,27,26,28,40,45,66,93,79,84","22,60,37,11,8,9,24,57,51,44,57,64,71,98,75,54,94,87,82,59",492.0269619,25.36,9,139.75,20,0,548.01,,
1,0.756830491,"41,21,22,13,37,66,93,95,75,38","14,2,17,28,47,51,90,65,50,30",268.307132,49.73,6,120,10,0,275.5,,
8,0.756830491,"97,88,80,28,7,0,1,20,24,7,14,21,21,19,26,31,34,50,51,52,59,81,91,96,91,79,68,94,95,94","2,24,5,14,6,18,42,27,47,90,94,97,91,87,81,86,88,66,91,97,96,90,73,67,58,73,51,30,25,15",526.1596509,27.56,11,147.27,30,0,593.5,,
3,0.82645097,"99,99,82,88,84,79,72,53,50,57,50,40,31,30,21,8,6,9,10,36","52,70,51,39,40,28,85,84,56,31,26,51,59,53,71,98,87,57,27,3",494.8971773,28.09,8,135,20,1,569.58,1,T
0,0.82645097,"89,73,61,41,26,7,1,11,57,94","39,60,55,96,64,51,39,13,4,23",289.8833337,32,7,128.57,10,0,289.88,,
1,0.82645097,"41,21,22,13,37,93,95,75,66,38","14,2,17,28,47,90,65,50,51,30",264.1988407,49.73,6,120,10,0,275.5,,
11,0.82645097,"94,83,68,64,65,56,58,55,52,45,34,12,2,8,15,19,25,37,54,62,66,77,81,85,90,83,74,56,48,36,17,12,17,17,22,27,33,42,49,56","43,5,10,2,17,12,30,24,35,25,29,30,27,70,96,90,95,96,96,88,79,87,77,84,70,71,65,76,80,81,71,63,58,46,48,51,58,66,67,66",566.0901508,26.79,9,140.1,40,0,568.39,,
7,0.82645097,"98,95,85,76,65,55,51,45,40,28,3,6,8,5,0,10,24,28,42,48,40,32,28,37,35,39,61,88,86,93,82","22,19,20,11,2,3,10,20,12,4,3,9,42,48,55,65,67,75,87,83,70,64,28,42,27,24,41,92,64,56,42",503.7307874,30.14,8,135,30,0,522.3,,
4,0.82645097,"99,83,84,93,79,74,66,28,40,45,26,27,21,18,11,0,0,13,58,77","22,37,59,87,82,60,94,98,75,54,71,64,57,44,51,57,24,9,8,11",450.7096363,25.36,9,139.75,20,0,548.01,,
6,0.82645097,"90,51,41,21,20,13,0,1,2,14,17,28,30,38,47,63,66,93,95,89,82,65,51,53,50,33,35,37,30,22,65","4,6,6,13,18,40,53,80,85,73,72,82,95,95,93,76,73,95,79,73,63,55,73,62,61,65,53,49,45,46,18",499.6594766,29.23,9,140,30,0,520.95,,
9,0.82645097,"94,86,75,68,64,48,33,4,3,1,0,8,16,39,48,52,65,50,44,19,9,31,38,46,50,49,53,55,59,68,73,75,80,85,92,99,97,94,88,87","7,4,5,4,14,12,8,21,50,84,97,83,94,94,99,99,90,78,79,81,60,40,40,50,62,31,21,25,31,41,62,48,67,51,63,71,77,81,91,15",668.8344752,28.76,11,147.27,40,1,649.17,1,F
13,0.82645097,"96,98,99,96,88,74,64,42,27,16,12,2,3,1,5,1,2,11,9,15,14,17,25,29,46,43,46,40,37,40,18,20,26,31,34,36,40,46,54,83,85,85,75,73,65,56,58,75,76,87","47,24,19,18,28,12,7,6,8,19,13,16,25,34,47,64,81,89,62,48,71,53,46,31,50,52,67,71,73,85,72,85,79,79,83,95,99,94,88,91,87,51,52,39,38,33,25,29,37,42",662.8470751,25.29,13,180,50,0,653.11,,
5,0.82645097,"97,86,72,60,52,46,30,8,6,2,12,28,30,39,47,63,66,73,89,91","19,9,13,27,26,13,18,7,20,51,35,35,84,54,48,91,44,52,64,45",450.6392589,23.34,8,135,20,0,474,,
2,0.82645097,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
8,0.82645097,"97,80,28,7,0,1,20,24,7,14,21,21,19,26,31,34,52,59,51,50,81,79,68,91,96,91,94,88,95,94","2,5,14,6,18,42,27,47,90,94,97,91,87,81,86,88,97,96,91,66,90,73,51,73,67,58,30,24,25,15",526.9195266,27.56,11,147.27,30,0,593.5,,
14,0.82645097,"94,89,90,81,82,65,50,46,44,40,18,13,9,12,2,4,4,7,9,15,16,13,16,23,27,30,43,46,49,53,58,51,43,46,48,50,50,53,54,62,66,73,84,83,90,83,76,79,81,83,90","40,8,32,13,5,9,18,15,4,12,4,6,5,11,46,76,84,76,54,59,85,99,97,97,35,56,81,96,88,85,84,72,56,35,46,50,50,50,42,38,71,94,95,79,78,67,59,56,46,50,45",732.188473,26.85,11,147.27,50,0,738.37,,
10,0.82645097,"96,92,75,65,62,52,46,12,16,19,22,13,15,10,7,17,21,23,28,24,27,30,32,41,43,47,59,66,70,62,68,70,81,83,83,94,99,92,96,98","9,3,6,14,22,28,4,11,22,33,44,57,63,80,85,99,97,90,86,65,67,49,56,66,78,78,75,89,77,46,46,36,35,54,65,69,55,49,44,40",520.3884248,20.6,9,140,40,0,644.39,,
12,0.82645097,"98,85,72,68,61,57,56,57,48,44,38,30,30,20,17,11,0,0,5,1,9,12,21,17,22,27,26,19,25,30,32,38,39,51,47,45,40,36,31,31,45,56,67,62,99,91,96,80,87,85","34,22,30,13,26,25,13,5,9,11,5,4,15,9,5,22,20,60,56,82,83,99,96,78,80,71,61,34,39,53,36,41,58,60,63,70,77,85,86,91,92,75,77,91,98,76,64,51,39,30",664.1997567,27.03,10,144,50,0,816.69,,
12,0.458375165,"98,85,85,87,72,68,57,61,57,56,48,44,38,30,30,20,17,0,11,0,1,5,9,19,17,22,27,26,25,30,32,38,39,80,51,47,45,40,36,31,31,21,12,45,62,56,67,99,91,96","34,22,30,39,30,13,5,26,25,13,9,11,5,4,15,9,5,20,22,60,82,56,83,34,78,80,71,61,39,53,36,41,58,51,60,63,70,77,85,86,91,96,99,92,91,75,77,98,76,64",842.6390057,27.03,10,144,50,0,816.69,,
1,0.458375165,"41,21,22,13,38,37,93,95,75,66","14,2,17,28,30,47,90,65,50,51",269.0730502,49.73,6,120,10,0,275.5,,
6,0.458375165,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,65,63,66,93,95,89,82","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,55,76,73,95,79,73,63",490.4483471,29.23,9,140,30,0,520.95,,
11,0.458375165,"94,83,68,64,65,56,58,55,52,45,34,12,2,8,15,25,19,17,12,17,17,22,27,33,36,37,42,49,48,54,56,56,62,66,74,77,85,81,83,90","43,5,10,2,17,12,30,24,35,25,29,30,27,70,96,95,90,71,63,58,46,48,51,58,81,96,66,67,80,96,76,66,88,79,65,87,84,77,71,70",602.7041182,26.79,9,140.1,40,0,568.39,,
0,0.458375165,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
3,0.458375165,"99,88,84,82,79,57,50,36,10,9,6,8,21,30,31,40,50,53,72,99","52,39,40,51,28,31,26,3,27,57,87,98,71,53,59,51,56,84,85,70",395.4590529,28.09,8,135,20,0,569.58,,
14,0.458375165,"94,90,89,82,81,65,50,46,44,40,18,13,9,12,2,4,4,7,13,16,23,16,15,9,27,30,46,54,62,53,50,50,48,43,51,43,46,49,53,58,66,73,84,90,83,83,76,79,81,83,90","40,32,8,5,13,9,18,15,4,12,4,6,5,11,46,76,84,76,99,97,97,85,59,54,35,56,35,42,38,50,50,50,46,56,72,81,96,88,85,84,71,94,95,78,79,67,59,56,46,50,45",635.3693781,26.85,11,147.27,50,0,738.37,,
10,0.458375165,"96,92,75,65,62,52,46,12,16,19,22,13,15,10,7,17,21,23,28,27,24,30,32,41,43,47,59,66,70,62,68,70,81,83,83,94,99,92,96,98","9,3,6,14,22,28,4,11,22,33,44,57,63,80,85,99,97,90,86,67,65,49,56,66,78,78,75,89,77,46,46,36,35,54,65,69,55,49,44,40",516.876884,20.6,9,140,40,0,644.39,,
9,0.458375165,"94,86,75,68,33,4,48,64,53,55,59,49,38,31,3,9,1,0,8,16,19,46,50,44,39,48,52,50,65,68,73,75,80,85,88,94,97,99,92,87","7,4,5,4,8,21,12,14,21,25,31,31,40,40,50,60,84,97,83,94,81,50,62,79,94,99,99,78,90,41,62,48,67,51,91,81,77,71,63,15",729.4844843,28.76,11,147.27,40,0,649.17,,
5,0.458375165,"97,86,72,60,52,46,30,8,6,2,12,28,30,39,47,63,66,73,89,91","19,9,13,27,26,13,18,7,20,51,35,35,84,54,48,91,44,52,64,45",450.6392589,23.34,8,135,20,0,474,,
13,0.458375165,"96,98,99,96,88,87,85,75,76,75,74,73,65,56,58,64,42,27,29,16,12,2,3,1,5,1,2,11,20,18,14,9,15,17,25,26,31,34,36,40,46,54,40,37,40,46,43,46,83,85","47,24,19,18,28,42,51,52,37,29,12,39,38,33,25,7,6,8,31,19,13,16,25,34,47,64,81,89,85,72,71,62,48,53,46,79,79,83,95,99,94,88,85,73,71,67,52,50,91,87",669.0831982,25.29,13,180,50,0,653.11,,
4,0.458375165,"99,77,58,13,0,0,11,18,21,26,27,28,40,45,66,93,79,74,84,83","22,11,8,9,24,57,51,44,57,71,64,98,75,54,94,87,82,60,59,37",445.4463936,25.36,9,139.75,20,0,548.01,,
2,0.458375165,"98,61,31,9,23,29,36,68,92,90","34,27,56,50,89,84,96,84,82,67",272.6723375,23.37,6,120,10,0,280.33,,
7,0.458375165,"98,95,85,76,65,55,51,45,40,39,35,28,28,3,6,8,5,0,10,24,28,32,37,40,42,48,61,88,86,93,82","22,19,20,11,2,3,10,20,12,24,27,28,4,3,9,42,48,55,65,67,75,64,42,70,87,83,41,92,64,56,42",516.4264598,30.14,8,135,30,0,522.3,,
8,0.458375165,"97,80,28,7,0,20,1,24,7,14,19,21,21,26,31,34,50,51,52,59,68,79,81,91,96,91,94,95,88,94","2,5,14,6,18,27,42,47,90,94,87,91,97,81,86,88,66,91,97,96,51,73,90,73,67,58,30,25,24,15",532.1912363,27.56,11,147.27,30,0,593.5,,
14,0.858879665,"94,90,89,82,81,65,62,50,46,40,44,18,9,13,12,27,2,9,15,7,4,4,13,16,16,23,30,43,46,48,50,50,43,46,49,53,51,53,54,58,66,73,84,83,90,83,76,79,83,81,90","40,32,8,5,13,9,38,18,15,12,4,4,5,6,11,35,46,54,59,76,76,84,99,97,85,97,56,56,35,46,50,50,81,96,88,85,72,50,42,84,71,94,95,79,78,67,59,56,50,46,45",699.4616229,26.85,11,147.27,50,0,738.37,,
0,0.858879665,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
9,0.858879665,"94,86,75,68,64,48,33,4,3,9,1,0,8,16,19,31,38,39,48,52,44,50,50,46,49,53,55,59,68,75,73,65,88,94,97,99,92,80,85,87","7,4,5,4,14,12,8,21,50,60,84,97,83,94,81,40,40,94,99,99,79,78,62,50,31,21,25,31,41,48,62,90,91,81,77,71,63,67,51,15",638.2816094,28.76,11,147.27,40,0,649.17,,
4,0.858879665,"99,77,58,13,0,0,11,18,21,27,26,28,40,45,66,79,93,84,74,83","22,11,8,9,24,57,51,44,57,64,71,98,75,54,94,82,87,59,60,37",432.1836106,25.36,9,139.75,20,0,548.01,,
13,0.858879665,"96,98,99,96,88,75,74,64,42,27,16,12,2,3,1,5,1,2,11,14,9,15,17,18,20,26,25,29,58,56,46,43,46,40,37,31,34,40,36,40,46,54,83,85,75,65,73,76,85,87","47,24,19,18,28,29,12,7,6,8,19,13,16,25,34,47,64,81,89,71,62,48,53,72,85,79,46,31,25,33,50,52,67,71,73,79,83,85,95,99,94,88,91,87,52,38,39,37,51,42",648.9502062,25.29,13,180,50,0,653.11,,
2,0.858879665,"98,61,9,31,23,29,36,68,92,90","34,27,50,56,89,84,96,84,82,67",280.3256763,23.37,6,120,10,0,280.33,,
5,0.858879665,"97,86,72,60,52,46,30,28,8,6,12,2,30,39,47,66,63,73,89,91","19,9,13,27,26,13,18,35,7,20,35,51,84,54,48,44,91,52,64,45",443.8726281,23.34,8,135,20,0,474,,
11,0.858879665,"94,83,64,68,65,56,55,58,52,45,34,12,2,17,22,27,33,17,12,8,17,15,19,25,37,36,42,49,56,56,48,54,62,66,74,77,85,81,83,90","43,5,2,10,17,12,24,30,35,25,29,30,27,46,48,51,58,58,63,70,71,96,90,95,96,81,66,67,66,76,80,96,88,79,65,87,84,77,71,70",503.7105575,26.79,9,140.1,40,0,568.39,,
12,0.858879665,"98,87,85,85,80,72,68,61,57,56,57,48,44,38,30,30,20,17,0,11,19,5,0,1,12,21,9,17,22,27,26,30,25,32,38,39,31,31,36,40,45,45,47,51,56,62,67,99,91,96","34,39,30,22,51,30,13,26,25,13,5,9,11,5,15,4,9,5,20,22,34,56,60,82,99,96,83,78,80,71,61,53,39,36,41,58,86,91,85,77,92,70,63,60,75,91,77,98,76,64",695.5690617,27.03,10,144,50,0,816.69,,
7,0.858879665,"98,95,85,76,65,55,51,45,40,39,35,28,28,6,3,8,5,0,10,24,28,32,42,48,40,37,61,82,86,88,93","22,19,20,11,2,3,10,20,12,24,27,28,4,9,3,42,48,55,65,67,75,64,87,83,70,42,41,42,64,92,56",503.2894507,30.14,8,135,30,0,522.3,,
6,0.858879665,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,63,66,65,82,89,95,93","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,76,73,55,63,73,79,95",506.1629661,29.23,9,140,30,1,520.95,1,T
3,0.858879665,"99,88,82,84,79,57,50,36,10,9,6,8,21,31,30,40,50,53,72,99","52,39,51,40,28,31,26,3,27,57,87,98,71,59,53,51,56,84,85,70",388.2098602,28.09,8,135,20,0,569.58,,
10,0.858879665,"96,92,75,65,62,52,46,12,16,19,22,13,15,10,7,17,21,23,28,27,24,32,30,41,43,47,59,66,70,62,68,70,81,83,83,94,99,92,96,98","9,3,6,14,22,28,4,11,22,33,44,57,63,80,85,99,97,90,86,67,65,56,49,66,78,78,75,89,77,46,46,36,35,54,65,69,55,49,44,40",518.6253038,20.6,9,140,40,0,644.39,,
1,0.858879665,"41,21,22,13,37,66,93,95,75,38","14,2,17,28,47,51,90,65,50,30",268.307132,49.73,6,120,10,0,275.5,,
8,0.858879665,"97,80,28,7,0,1,7,14,21,21,19,26,31,34,24,20,50,51,52,59,68,79,81,91,96,91,94,88,95,94","2,5,14,6,18,42,90,94,97,91,87,81,86,88,47,27,66,91,97,96,51,73,90,73,67,58,30,24,25,15",567.3588538,27.56,11,147.27,30,0,593.5,,
5,0.796568107,"97,86,91,89,63,73,66,72,60,52,46,47,39,30,28,30,12,2,6,8","19,9,45,64,91,52,44,13,27,26,13,48,54,84,35,18,35,51,20,7",551.4215341,23.34,8,135,20,1,474,1,T
9,0.796568107,"94,87,86,75,68,64,48,33,4,3,9,1,0,8,16,19,39,44,31,38,46,49,53,55,59,50,50,48,52,65,68,75,73,80,85,88,92,94,97,99","7,15,4,5,4,14,12,8,21,50,60,84,97,83,94,81,94,79,40,40,50,31,21,25,31,62,78,99,99,90,41,48,62,67,51,91,63,81,77,71",728.0569402,28.76,11,147.27,40,0,649.17,,
6,0.796568107,"90,65,51,41,21,20,13,0,1,2,14,17,22,30,37,35,33,28,30,38,47,51,50,53,65,63,66,93,95,89,82","4,18,6,6,13,18,40,53,80,85,73,72,46,45,49,53,65,82,95,95,93,73,61,62,55,76,73,95,79,73,63",490.4483471,29.23,9,140,30,0,520.95,,
4,0.796568107,"99,93,79,84,83,77,58,74,66,28,40,26,27,21,18,11,0,0,13,45","22,87,82,59,37,11,8,60,94,98,75,71,64,57,44,51,57,24,9,54",562.5661655,25.36,9,139.75,20,1,548.01,1,T
7,0.796568107,"98,95,93,88,48,42,40,32,28,24,10,0,5,8,3,6,28,28,35,37,39,40,45,51,55,65,61,86,82,76,85","22,19,56,92,83,87,70,64,75,67,65,55,48,42,3,9,4,28,27,42,24,12,20,10,3,2,41,64,42,11,20",554.3589944,30.14,8,135,30,1,522.3,1,T
0,0.796568107,"89,94,73,61,57,11,1,7,26,41","39,23,60,55,4,13,39,51,64,96",344.4904997,32,7,128.57,10,1,289.88,1,T
12,0.796568107,"98,96,99,91,87,85,85,80,72,68,57,48,56,57,61,67,62,56,51,45,47,45,40,36,31,31,21,12,1,9,17,22,27,0,5,0,11,17,20,19,25,30,30,38,32,30,26,39,38,44","34,64,98,76,39,30,22,51,30,13,5,9,13,25,26,77,91,75,60,92,63,70,77,85,91,86,96,99,82,83,78,80,71,60,56,20,22,5,9,34,39,15,4,5,36,53,61,58,41,11",895.2174436,27.03,10,144,50,1,816.69,1,T
3,0.796568107,"99,99,88,84,82,79,72,53,50,57,50,36,40,30,31,21,8,6,9,10","52,70,39,40,51,28,85,84,56,31,26,3,51,53,59,71,98,87,57,27",529.3220037,28.09,8,135,20,1,569.58,1,T
11,0.796568107,"94,83,90,85,83,81,77,74,68,64,65,56,55,58,52,45,34,12,2,8,12,17,17,22,17,15,19,25,27,33,36,37,42,48,49,56,56,54,62,66","43,5,70,84,71,77,87,65,10,2,17,12,24,30,35,25,29,30,27,70,63,58,46,48,71,96,90,95,51,58,81,96,66,80,67,66,76,96,88,79",738.4780211,26.79,9,140.1,40,1,568.39,1,T
2,0.796568107,"98,90,92,68,61,31,9,23,29,36","34,67,82,84,27,56,50,89,84,96",345.9494387,23.37,6,120,10,1,280.33,1,T
8,0.796568107,"97,94,95,94,88,91,96,91,81,79,68,59,52,51,50,34,31,26,19,21,21,14,7,1,0,7,28,20,24,80","2,15,25,30,24,58,67,73,90,73,51,96,97,91,66,88,86,81,87,91,97,94,90,42,18,6,14,27,47,5",539.6472714,27.56,11,147.27,30,0,593.5,,
10,0.796568107,"96,92,75,46,12,65,62,52,16,19,22,30,70,81,98,96,92,83,68,62,32,13,15,24,27,10,7,17,21,23,28,41,43,59,47,66,70,83,94,99","9,3,6,4,11,14,22,28,22,33,44,49,36,35,40,44,49,54,46,46,56,57,63,65,67,80,85,99,97,90,86,66,78,75,78,89,77,65,69,55",667.2982827,20.6,9,140,40,0,644.39,,
1,0.796568107,"41,21,22,13,37,38,66,75,95,93","14,2,17,28,47,30,51,50,65,90",286.4317895,49.73,6,120,10,1,275.5,1,T
13,0.796568107,"96,98,99,96,88,87,85,85,83,75,73,76,75,74,64,58,56,65,54,46,46,46,43,40,40,40,36,34,37,31,26,20,11,2,14,18,25,29,42,27,12,16,17,15,9,1,5,1,3,2","47,24,19,18,28,42,51,87,91,52,39,37,29,12,7,25,33,38,88,94,67,50,52,71,85,99,95,83,73,79,79,85,89,81,71,72,46,31,6,8,13,19,53,48,62,64,47,34,25,16",806.1249908,25.29,13,180,50,1,653.11,1,T
14,0.796568107,"94,90,89,82,81,90,81,83,79,76,83,90,83,84,73,66,58,53,49,46,43,51,43,48,50,50,53,54,62,65,44,40,46,50,46,27,18,13,9,12,30,2,9,15,4,7,4,13,16,16,23","40,32,8,5,13,45,46,50,56,59,67,78,79,95,94,71,84,85,88,96,81,72,56,46,50,50,50,42,38,9,4,12,15,18,35,35,4,6,5,11,56,46,54,59,76,76,84,99,97,85,97",726.344106,26.85,11,147.27,50,1,738.37,1,T
3,0.663703383,"99,88,84,79,57,50,36,10,9,6,8,21,31,30,40,50,53,72,82,99","52,39,40,28,31,26,3,27,57,87,98,71,59,53,51,56,84,85,51,70",397.7845155,28.09,8,135,20,0,569.58,,
11,0.663703383,"94,83,68,64,65,56,55,58,52,45,34,2,12,17,22,17,12,8,17,15,19,25,37,36,27,33,42,48,54,62,56,49,56,66,77,85,81,74,83,90","43,5,10,2,17,12,24,30,35,25,29,27,30,46,48,58,63,70,71,96,90,95,96,81,51,58,66,80,96,88,76,67,66,79,87,84,77,65,71,70",541.1004584,26.79,9,140.1,40,0,568.39,,
12,0.663703383,"98,96,99,91,80,67,62,56,51,47,45,45,40,36,31,31,21,12,22,17,9,1,0,5,27,26,30,39,38,32,25,19,11,0,17,20,30,30,38,44,48,57,56,57,61,68,72,85,85,87","34,64,98,76,51,77,91,75,60,63,70,92,77,85,86,91,96,99,80,78,83,82,60,56,71,61,53,58,41,36,39,34,22,20,5,9,15,4,5,11,9,5,13,25,26,13,30,22,30,39",658.3455526,27.03,10,144,50,0,816.69,,
10,0.663703383,"96,92,75,65,62,52,46,12,16,19,22,13,15,10,7,17,21,23,28,27,24,30,32,41,43,47,59,66,70,62,68,70,81,83,83,94,99,92,96,98","9,3,6,14,22,28,4,11,22,33,44,57,63,80,85,99,97,90,86,67,65,49,56,66,78,78,75,89,77,46,46,36,35,54,65,69,55,49,44,40",516.876884,20.6,9,140,40,0,644.39,,
7,0.663703383,"98,93,88,86,82,61,48,42,40,32,28,24,10,0,5,8,6,3,28,28,37,35,39,40,45,51,55,65,76,85,95","22,56,92,64,42,41,83,87,70,64,75,67,65,55,48,42,9,3,4,28,42,27,24,12,20,10,3,2,11,20,19",502.7526022,30.14,8,135,30,0,522.3,,
5,0.663703383,"97,91,89,63,30,2,6,8,12,30,28,39,47,46,52,60,66,73,72,86","19,45,64,91,84,51,20,7,35,18,35,54,48,13,26,27,44,52,13,9",461.3002221,23.34,8,135,20,0,474,,
0,0.663703383,"89,94,57,11,1,7,26,41,61,73","39,23,4,13,39,51,64,96,55,60",289.8833337,32,7,128.57,10,0,289.88,,
